return_id,order_id,order_item_id,sku_id,customer_id,return_reason,return_note,return_date,return_status,refund_amount,return_shipping_cost,condition_received
RET0000635,ORD0001537,OI0003324,SKU00207,CUST00503,Color mismatch,Beige is much more yellow-toned than the photos.,2025-05-13 23:05:35.000000,Refunded,139.53,14.36,Unused
RET0000636,ORD0001538,OI0003328,SKU00328,CUST00503,Too dark,In evening lighting it's almost black.,2024-10-13 14:39:31.000000,Refunded,151.34,17.32,Used
RET0000637,ORD0001541,OI0003336,SKU00240,CUST00506,Color mismatch,Gold finish is extremely yellow and brassy.,2025-01-24 09:01:45.000000,Refunded,390.67,17.3,Unused
RET0000638,ORD0001543,OI0003342,SKU00058,CUST00507,Color mismatch,Beige is much more yellow-toned than the photos.,2025-07-12 11:58:17.000000,Refunded,180.19,23.21,Unused
RET0000639,ORD0001546,OI0003346,SKU00266,CUST00507,Difficult assembly,Holes for cam locks were drilled too shallow.,2025-12-10 18:25:50.000000,Received,310.24,17.87,Used
RET0000640,ORD0001546,OI0003347,SKU00159,CUST00507,Defective,One leg is shorter so the table wobbles.,2025-12-19 18:25:50.000000,Received,196.88,12.79,Unused
RET0000641,ORD0001553,OI0003362,SKU00140,CUST00510,Too light,Finish is practically white-washed.,2025-07-03 03:35:23.000000,Processing,157.06,9.5,Unused
RET0000642,ORD0001554,OI0003364,SKU00033,CUST00510,Color mismatch,White is actually off-white/cream.,2025-12-18 12:24:38.000000,Inspected,129.95,29.51,Unused
RET0000643,ORD0001554,OI0003365,SKU00319,CUST00510,Defective,One leg is shorter so the table wobbles.,2025-12-15 12:24:38.000000,Received,206.54,21.33,Unused
RET0000644,ORD0001555,OI0003368,SKU00263,CUST00510,Quality didn't meet expectations,Drawer slides are already sticking after two weeks.,2026-01-20 03:00:49.000000,Refunded,72.27,9.5,Used
RET0000645,ORD0001565,OI0003389,SKU00155,CUST00513,Damaged upon arrival,Huge scratch across the top surface. Looks like it was dragged.,2026-01-20 16:42:04.000000,Processing,86.58,13.38,Damaged
RET0000646,ORD0001566,OI0003390,SKU00019,CUST00513,Difficult assembly,Pieces were labeled wrong - had to reassemble multiple times.,2025-10-29 01:40:16.000000,Refunded,107.48,16.86,Unused
RET0000647,ORD0001567,OI0003393,SKU00252,CUST00514,Color mismatch,White is actually off-white/cream.,2024-11-28 04:01:06.000000,Refunded,598.96,11.79,Used
RET0000648,ORD0001570,OI0003397,SKU00051,CUST00515,Damaged upon arrival,One of the legs is bent and won't attach properly.,2024-12-04 16:33:38.000000,Refunded,270.88,14.97,Damaged
RET0000649,ORD0001570,OI0003398,SKU00068,CUST00515,Too light,Piece almost disappears because it's so light.,2024-11-28 16:33:38.000000,Refunded,240.09,15.33,Unused
RET0000650,ORD0001570,OI0003399,SKU00304,CUST00515,Too dark,This piece absorbs what little light there is. Makes the corner feel like a cave.,2024-11-28 16:33:38.000000,Refunded,88.58,17.13,Used
RET0000651,ORD0001572,OI0003402,SKU00165,CUST00515,Not as described,Photos show a warm honey tone but it's very orange-yellow.,2025-12-15 14:46:29.000000,Refunded,984.85,18.43,Used
RET0000652,ORD0001578,OI0003418,SKU00030,CUST00519,Not as described,Measurements online are wrong - about 3 inches narrower.,2024-09-10 08:04:33.000000,Inspected,126.4,10.06,Used
RET0000653,ORD0001580,OI0003420,SKU00243,CUST00519,Too dark,In evening lighting it's almost black.,2024-08-18 16:49:57.000000,Refunded,107.85,12.06,Unused
RET0000654,ORD0001584,OI0003425,SKU00254,CUST00520,Color mismatch,Gold finish is extremely yellow and brassy.,2024-06-30 11:35:51.000000,Refunded,155.33,28.58,Unused
RET0000655,ORD0001586,OI0003429,SKU00073,CUST00521,Too dark,Finish is at least two shades darker than shown.,2025-11-15 23:05:44.000000,Processing,88.68,21.91,Unused
RET0000656,ORD0001588,OI0003434,SKU00198,CUST00521,Damaged upon arrival,The box arrived crushed and the corner was cracked.,2024-05-28 05:55:16.000000,Refunded,566.52,26.17,Damaged
RET0000657,ORD0001588,OI0003435,SKU00096,CUST00521,Color mismatch,Color variation is significant from the photos.,2024-05-14 05:55:16.000000,Refunded,24.18,23.06,Unused
RET0000658,ORD0001599,OI0003456,SKU00022,CUST00524,Not as described,Photos show a warm honey tone but it's very orange-yellow.,2024-12-25 11:46:22.000000,Received,549.19,21.53,Used
RET0000659,ORD0001604,OI0003466,SKU00057,CUST00525,Too dark,Finish is at least two shades darker than shown.,2025-07-30 12:50:53.000000,Processing,100.59,22.42,Unused
RET0000660,ORD0001609,OI0003475,SKU00228,CUST00526,Difficult assembly,Pieces were labeled wrong - had to reassemble multiple times.,2024-08-26 16:45:52.000000,Refunded,433.64,27.25,Unused
RET0000661,ORD0001610,OI0003477,SKU00213,CUST00527,Quality didn't meet expectations,"For this price, I expected much better materials.",2025-11-29 10:08:07.000000,Inspected,249.82,14.77,Used
RET0000662,ORD0001611,OI0003478,SKU00376,CUST00527,Defective,Pre-drilled holes don't line up with hardware.,2025-08-19 07:46:11.000000,Refunded,106.49,20.51,Unused
RET0000663,ORD0001612,OI0003480,SKU00014,CUST00527,Damaged upon arrival,Paint is chipped off in several places.,2024-06-16 02:04:17.000000,Processing,159.16,24.02,Damaged
RET0000664,ORD0001614,OI0003483,SKU00276,CUST00528,Quality didn't meet expectations,Cushions losing shape after just a month.,2024-06-24 19:13:16.000000,Refunded,47.26,18.25,Unused
RET0000665,ORD0001616,OI0003489,SKU00133,CUST00528,Color mismatch,Gold finish is extremely yellow and brassy.,2025-03-30 14:39:21.000000,Inspected,371.59,27.82,Unused
RET0000666,ORD0001620,OI0003496,SKU00400,CUST00530,Not as described,Measurements online are wrong - about 3 inches narrower.,2025-08-15 23:08:54.000000,Refunded,228.26,22.02,Unused
RET0000667,ORD0001620,OI0003497,SKU00408,CUST00530,Not as described,Shown with decorative pillows that weren't included.,2025-07-31 23:08:54.000000,Inspected,183.67,19.79,Used
RET0000668,ORD0001621,OI0003498,SKU00121,CUST00530,Quality didn't meet expectations,"For this price, I expected much better materials.",2025-04-15 18:43:56.000000,Received,293.99,21.71,Used
RET0000669,ORD0001622,OI0003503,SKU00171,CUST00530,Difficult assembly,Instructions were just bad diagrams with no text.,2025-04-02 03:22:33.000000,Refunded,190.67,29.58,Used
RET0000670,ORD0001623,OI0003504,SKU00153,CUST00530,Damaged upon arrival,The box arrived crushed and the corner was cracked.,2024-11-16 14:37:49.000000,Received,141.98,22.63,Damaged
RET0000671,ORD0001624,OI0003505,SKU00244,CUST00531,Not as described,Measurements online are wrong - about 3 inches narrower.,2024-10-15 20:55:41.000000,Received,1280.32,11.78,Unused
RET0000672,ORD0001625,OI0003506,SKU00168,CUST00531,Too light,Pale compared to the product photography.,2025-12-13 19:35:29.000000,Refunded,209.02,12.93,Unused
RET0000673,ORD0001634,OI0003525,SKU00045,CUST00534,Damaged upon arrival,The box arrived crushed and the corner was cracked.,2025-07-29 03:15:18.000000,Refunded,72.6,21.15,Damaged
RET0000674,ORD0001639,OI0003534,SKU00373,CUST00537,Defective,Light socket is faulty - bulb flickers.,2024-05-25 17:04:20.000000,Refunded,66.6,25.12,Used
RET0000675,ORD0001641,OI0003540,SKU00105,CUST00538,Too dark,Finish is at least two shades darker than shown.,2025-02-22 10:40:30.000000,Refunded,155.7,20.7,Unused
RET0000676,ORD0001642,OI0003543,SKU00200,CUST00538,Too light,Piece almost disappears because it's so light.,2025-08-19 22:39:30.000000,Processing,209.71,13.48,Unused
RET0000677,ORD0001642,OI0003544,SKU00201,CUST00538,Too light,Piece almost disappears because it's so light.,2025-08-17 22:39:30.000000,Received,292.28,28.28,Used
RET0000678,ORD0001642,OI0003545,SKU00307,CUST00538,Defective,Light socket is faulty - bulb flickers.,2025-08-09 22:39:30.000000,Refunded,628.16,29.32,Used
RET0000679,ORD0001643,OI0003546,SKU00166,CUST00538,Defective,Drawer doesn't close flush - frame is warped.,2024-06-15 23:38:28.000000,Received,134.12,13.64,Used
RET0000680,ORD0001645,OI0003548,SKU00109,CUST00539,Not as described,Brass accents are actually painted plastic.,2024-10-01 05:09:16.000000,Refunded,111.59,10.56,Used
RET0000681,ORD0001647,OI0003552,SKU00384,CUST00540,Difficult assembly,Pieces were labeled wrong - had to reassemble multiple times.,2024-09-25 12:07:05.000000,Inspected,91.23,20.12,Used
RET0000682,ORD0001649,OI0003556,SKU00144,CUST00541,Color mismatch,White is actually off-white/cream.,2024-08-03 00:40:24.000000,Refunded,580.69,14.1,Used
RET0000683,ORD0001651,OI0003560,SKU00237,CUST00541,Too light,Pale compared to the product photography.,2024-11-20 21:39:36.000000,Refunded,400.86,29.97,Unused
RET0000684,ORD0001656,OI0003568,SKU00235,CUST00543,Defective,Light socket is faulty - bulb flickers.,2025-05-14 18:21:57.000000,Refunded,1021.34,24.83,Used
RET0000685,ORD0001659,OI0003575,SKU00068,CUST00545,Color mismatch,Color variation is significant from the photos.,2024-09-04 21:37:11.000000,Inspected,259.45,26.85,Unused
RET0000686,ORD0001668,OI0003593,SKU00301,CUST00548,Quality didn't meet expectations,Construction feels flimsy and unstable.,2025-09-22 07:45:06.000000,Received,69.38,9.52,Used
RET0000687,ORD0001671,OI0003601,SKU00171,CUST00549,Quality didn't meet expectations,Stitching on the upholstery is uneven and coming loose.,2024-07-01 10:00:57.000000,Refunded,185.47,19.25,Used
RET0000688,ORD0001671,OI0003602,SKU00294,CUST00549,Quality didn't meet expectations,Construction feels flimsy and unstable.,2024-06-18 10:00:57.000000,Refunded,116.0,21.25,Used
RET0000689,ORD0001674,OI0003606,SKU00315,CUST00549,Defective,Light socket is faulty - bulb flickers.,2025-11-27 19:05:03.000000,Refunded,74.71,13.9,Used
RET0000690,ORD0001675,OI0003609,SKU00036,CUST00549,Too light,Finish is practically white-washed.,2024-06-05 07:00:09.000000,Inspected,122.76,25.78,Used
RET0000691,ORD0001676,OI0003612,SKU00264,CUST00549,Too dark,Much more moody and dark in person.,2025-03-25 06:09:14.000000,Inspected,227.4,22.94,Unused
RET0000692,ORD0001677,OI0003613,SKU00029,CUST00550,Too light,Wood tone is much lighter than the rich warm color shown.,2024-05-15 23:47:56.000000,Refunded,75.44,15.15,Unused
RET0000693,ORD0001679,OI0003617,SKU00404,CUST00550,Difficult assembly,Instructions were just bad diagrams with no text.,2026-04-06 22:08:37.000000,Refunded,56.11,17.68,Used
RET0000694,ORD0001688,OI0003638,SKU00172,CUST00554,Too light,Pale compared to the product photography.,2025-09-24 15:32:13.000000,Refunded,49.14,13.55,Unused
RET0000695,ORD0001694,OI0003648,SKU00181,CUST00556,Defective,Pre-drilled holes don't line up with hardware.,2025-01-09 16:32:56.000000,Refunded,308.17,12.71,Used
RET0000696,ORD0001695,OI0003649,SKU00199,CUST00557,Not as described,Brass accents are actually painted plastic.,2024-09-01 22:22:46.000000,Received,201.48,12.61,Used
RET0000697,ORD0001696,OI0003651,SKU00362,CUST00558,Difficult assembly,Holes for cam locks were drilled too shallow.,2026-01-16 20:09:32.000000,Refunded,51.01,24.93,Used
RET0000698,ORD0001697,OI0003654,SKU00314,CUST00558,Too light,Piece almost disappears because it's so light.,2025-08-24 13:07:17.000000,Refunded,315.56,16.24,Used
RET0000699,ORD0001701,OI0003661,SKU00184,CUST00559,Color mismatch,Gold finish is extremely yellow and brassy.,2026-04-07 20:10:56.000000,Received,171.6,13.4,Used
RET0000700,ORD0001701,OI0003662,SKU00018,CUST00559,Not as described,Description said solid wood but this is veneer over particle board.,2026-04-02 20:10:56.000000,Inspected,23.6,21.85,Unused
RET0000701,ORD0001702,OI0003664,SKU00149,CUST00560,Defective,One leg is shorter so the table wobbles.,2025-02-03 11:51:16.000000,Refunded,34.95,14.04,Unused
RET0000702,ORD0001703,OI0003667,SKU00176,CUST00560,Not as described,Shown with decorative pillows that weren't included.,2024-06-20 21:17:29.000000,Refunded,167.45,17.47,Used
RET0000703,ORD0001706,OI0003671,SKU00003,CUST00561,Defective,Drawer doesn't close flush - frame is warped.,2024-07-17 15:51:47.000000,Refunded,149.44,8.88,Used
RET0000704,ORD0001708,OI0003677,SKU00314,CUST00561,Defective,Pre-drilled holes don't line up with hardware.,2025-03-21 20:01:49.000000,Inspected,319.97,19.53,Unused
RET0000705,ORD0001713,OI0003690,SKU00084,CUST00564,Quality didn't meet expectations,Stitching on the upholstery is uneven and coming loose.,2025-02-20 20:03:26.000000,Inspected,546.07,22.04,Unused
RET0000706,ORD0001717,OI0003701,SKU00198,CUST00565,Defective,Pre-drilled holes don't line up with hardware.,2025-01-27 03:25:03.000000,Inspected,1133.04,16.29,Used
RET0000707,ORD0001726,OI0003717,SKU00321,CUST00568,Defective,Light socket is faulty - bulb flickers.,2025-05-31 13:37:19.000000,Received,30.47,10.97,Unused
RET0000708,ORD0001728,OI0003721,SKU00377,CUST00569,Defective,One leg is shorter so the table wobbles.,2024-10-05 01:03:30.000000,Received,375.33,26.59,Unused
RET0000709,ORD0001729,OI0003724,SKU00305,CUST00569,Too light,Wood tone is much lighter than the rich warm color shown.,2026-04-02 02:03:18.000000,Refunded,137.07,16.32,Unused
RET0000710,ORD0001732,OI0003730,SKU00226,CUST00569,Color mismatch,Beige is much more yellow-toned than the photos.,2025-01-29 03:24:17.000000,Refunded,132.86,16.37,Used
RET0000711,ORD0001736,OI0003738,SKU00382,CUST00571,Quality didn't meet expectations,Drawer slides are already sticking after two weeks.,2026-01-24 11:49:20.000000,Processing,383.72,24.38,Unused
RET0000712,ORD0001741,OI0003748,SKU00049,CUST00572,Color mismatch,White is actually off-white/cream.,2024-11-05 06:01:29.000000,Refunded,141.54,27.25,Used
RET0000713,ORD0001743,OI0003753,SKU00185,CUST00573,Damaged upon arrival,The box arrived crushed and the corner was cracked.,2024-09-15 04:41:15.000000,Received,129.35,29.63,Damaged
RET0000714,ORD0001749,OI0003763,SKU00246,CUST00574,Too dark,Finish is at least two shades darker than shown.,2024-06-27 23:07:05.000000,Refunded,64.11,18.91,Unused
RET0000715,ORD0001749,OI0003764,SKU00085,CUST00574,Damaged upon arrival,Glass component was shattered inside the box.,2024-06-30 23:07:05.000000,Refunded,89.35,21.19,Damaged
RET0000716,ORD0001754,OI0003773,SKU00339,CUST00576,Color mismatch,Gold finish is extremely yellow and brassy.,2025-04-18 19:08:36.000000,Refunded,70.72,29.81,Unused
RET0000717,ORD0001760,OI0003786,SKU00190,CUST00578,Damaged upon arrival,One of the legs is bent and won't attach properly.,2025-10-13 11:40:46.000000,Refunded,103.71,25.79,Damaged
RET0000718,ORD0001763,OI0003800,SKU00082,CUST00579,Too dark,In evening lighting it's almost black.,2025-07-18 21:19:15.000000,Refunded,73.14,15.25,Unused
RET0000719,ORD0001769,OI0003809,SKU00271,CUST00580,Not as described,Shown with decorative pillows that weren't included.,2025-08-22 14:36:40.000000,Refunded,202.86,15.45,Used
RET0000720,ORD0001769,OI0003810,SKU00046,CUST00580,Difficult assembly,Need three hands to hold pieces while screwing.,2025-09-05 14:36:40.000000,Refunded,299.26,23.74,Used
RET0000721,ORD0001770,OI0003814,SKU00137,CUST00580,Too light,Piece almost disappears because it's so light.,2024-12-19 23:41:15.000000,Processing,93.51,18.3,Used
RET0000722,ORD0001775,OI0003823,SKU00259,CUST00581,Defective,One leg is shorter so the table wobbles.,2025-04-14 21:47:13.000000,Processing,67.17,13.45,Used
RET0000723,ORD0001777,OI0003829,SKU00066,CUST00582,Color mismatch,Beige is much more yellow-toned than the photos.,2024-12-12 15:24:48.000000,Refunded,147.01,16.14,Unused
RET0000724,ORD0001785,OI0003840,SKU00266,CUST00584,Damaged upon arrival,The box arrived crushed and the corner was cracked.,2024-12-23 12:51:11.000000,Inspected,113.26,21.35,Damaged
RET0000725,ORD0001785,OI0003841,SKU00289,CUST00584,Too dark,Much more moody and dark in person.,2025-01-06 12:51:11.000000,Refunded,108.89,26.66,Used
RET0000726,ORD0001786,OI0003845,SKU00077,CUST00584,Quality didn't meet expectations,Cushions losing shape after just a month.,2025-04-19 01:56:06.000000,Refunded,171.96,29.1,Used
RET0000727,ORD0001790,OI0003854,SKU00213,CUST00586,Color mismatch,White is actually off-white/cream.,2025-02-21 20:11:54.000000,Refunded,254.66,15.25,Unused
RET0000728,ORD0001791,OI0003857,SKU00332,CUST00587,Defective,Pre-drilled holes don't line up with hardware.,2026-02-07 10:22:49.000000,Inspected,100.65,15.16,Unused
RET0000729,ORD0001792,OI0003860,SKU00218,CUST00587,Difficult assembly,Instructions were just bad diagrams with no text.,2024-12-15 09:56:06.000000,Inspected,118.55,21.71,Used
RET0000730,ORD0001798,OI0003872,SKU00026,CUST00588,Too light,Piece almost disappears because it's so light.,2025-08-09 03:01:07.000000,Refunded,232.47,25.65,Used
RET0000731,ORD0001800,OI0003874,SKU00087,CUST00589,Quality didn't meet expectations,Drawer slides are already sticking after two weeks.,2025-05-17 06:51:38.000000,Inspected,78.43,29.8,Unused
RET0000732,ORD0001801,OI0003876,SKU00395,CUST00589,Too dark,Much more moody and dark in person.,2025-02-25 01:42:15.000000,Refunded,214.36,19.07,Used
RET0000733,ORD0001805,OI0003883,SKU00069,CUST00592,Quality didn't meet expectations,Stitching on the upholstery is uneven and coming loose.,2026-01-07 10:59:05.000000,Refunded,97.8,22.55,Unused
RET0000734,ORD0001810,OI0003898,SKU00244,CUST00594,Color mismatch,Gold finish is extremely yellow and brassy.,2026-04-05 21:57:12.335427,Processing,725.17,15.56,Unused
RET0000735,ORD0001818,OI0003916,SKU00363,CUST00597,Damaged upon arrival,The box arrived crushed and the corner was cracked.,2025-05-20 20:35:43.000000,Processing,184.32,21.67,Damaged
RET0000736,ORD0001823,OI0003931,SKU00344,CUST00597,Quality didn't meet expectations,"For this price, I expected much better materials.",2026-01-13 07:56:54.000000,Inspected,118.39,20.88,Unused
RET0000737,ORD0001824,OI0003934,SKU00356,CUST00597,Too dark,This piece absorbs what little light there is. Makes the corner feel like a cave.,2026-03-26 19:22:13.000000,Refunded,168.27,16.43,Unused
RET0000738,ORD0001825,OI0003937,SKU00243,CUST00598,Difficult assembly,Pieces were labeled wrong - had to reassemble multiple times.,2026-02-16 20:16:24.000000,Refunded,116.78,26.95,Used
RET0000739,ORD0001827,OI0003943,SKU00360,CUST00598,Color mismatch,Color variation is significant from the photos.,2025-11-16 06:14:18.000000,Refunded,295.06,24.34,Unused
RET0000740,ORD0001830,OI0003948,SKU00117,CUST00601,Defective,Light socket is faulty - bulb flickers.,2025-09-03 07:06:48.000000,Inspected,292.84,24.43,Unused
RET0000741,ORD0001830,OI0003951,SKU00272,CUST00601,Too light,Piece almost disappears because it's so light.,2025-09-11 07:06:48.000000,Received,195.21,11.74,Used
RET0000742,ORD0001833,OI0003955,SKU00020,CUST00604,Damaged upon arrival,Huge scratch across the top surface. Looks like it was dragged.,2024-11-15 20:42:32.000000,Received,101.41,16.38,Damaged
RET0000743,ORD0001835,OI0003960,SKU00359,CUST00604,Defective,Light socket is faulty - bulb flickers.,2025-04-04 10:50:13.000000,Refunded,84.43,19.94,Unused
RET0000744,ORD0001838,OI0003969,SKU00108,CUST00605,Color mismatch,The navy I received is practically black.,2025-06-11 11:09:39.000000,Refunded,296.53,23.46,Used
RET0000745,ORD0001840,OI0003973,SKU00223,CUST00607,Too dark,Much more moody and dark in person.,2024-09-02 17:40:30.000000,Processing,51.89,11.91,Unused
RET0000746,ORD0001847,OI0003986,SKU00306,CUST00610,Defective,Light socket is faulty - bulb flickers.,2025-12-09 23:30:05.000000,Inspected,48.47,28.63,Used
RET0000747,ORD0001850,OI0003995,SKU00264,CUST00611,Too dark,This piece absorbs what little light there is. Makes the corner feel like a cave.,2025-08-01 19:49:54.000000,Processing,214.27,21.54,Unused
RET0000748,ORD0001852,OI0003999,SKU00179,CUST00611,Too light,Wood tone is much lighter than the rich warm color shown.,2026-01-03 10:41:15.000000,Inspected,1234.41,11.1,Unused
RET0000749,ORD0001852,OI0004000,SKU00115,CUST00611,Too dark,Much more moody and dark in person.,2026-01-09 10:41:15.000000,Refunded,22.62,15.58,Used
RET0000750,ORD0001853,OI0004003,SKU00239,CUST00611,Defective,Drawer doesn't close flush - frame is warped.,2025-09-04 11:00:34.000000,Refunded,186.78,28.47,Unused
RET0000751,ORD0001855,OI0004005,SKU00093,CUST00612,Too dark,Much more moody and dark in person.,2025-01-15 08:44:50.000000,Processing,588.23,13.11,Unused
RET0000752,ORD0001860,OI0004018,SKU00268,CUST00613,Defective,Drawer doesn't close flush - frame is warped.,2025-10-13 08:20:20.000000,Refunded,71.61,14.91,Used
RET0000753,ORD0001861,OI0004019,SKU00213,CUST00613,Not as described,Measurements online are wrong - about 3 inches narrower.,2025-02-17 16:30:37.000000,Received,743.37,16.11,Unused
RET0000754,ORD0001863,OI0004021,SKU00163,CUST00614,Too light,Finish is practically white-washed.,2024-11-09 03:58:23.000000,Refunded,340.02,20.65,Unused
RET0000755,ORD0001863,OI0004022,SKU00244,CUST00614,Too light,Pale compared to the product photography.,2024-11-03 03:58:23.000000,Refunded,688.77,12.03,Used
RET0000756,ORD0001863,OI0004024,SKU00392,CUST00614,Defective,One leg is shorter so the table wobbles.,2024-11-11 03:58:23.000000,Inspected,101.28,13.38,Used
RET0000757,ORD0001869,OI0004036,SKU00208,CUST00615,Difficult assembly,Instructions were just bad diagrams with no text.,2026-03-18 17:32:39.000000,Received,481.64,8.29,Unused
RET0000758,ORD0001870,OI0004038,SKU00072,CUST00616,Difficult assembly,Need three hands to hold pieces while screwing.,2024-08-14 05:35:36.000000,Refunded,112.7,28.71,Used
RET0000759,ORD0001871,OI0004040,SKU00272,CUST00616,Color mismatch,Gold finish is extremely yellow and brassy.,2025-01-05 08:45:00.000000,Refunded,193.55,13.36,Unused
RET0000760,ORD0001872,OI0004041,SKU00125,CUST00616,Damaged upon arrival,Glass component was shattered inside the box.,2024-07-10 17:44:18.000000,Inspected,105.06,27.64,Damaged
RET0000761,ORD0001876,OI0004050,SKU00115,CUST00618,Difficult assembly,Pieces were labeled wrong - had to reassemble multiple times.,2026-03-31 21:57:12.506089,Inspected,20.43,25.13,Used
RET0000762,ORD0001879,OI0004059,SKU00051,CUST00618,Not as described,Description said solid wood but this is veneer over particle board.,2025-09-20 00:10:39.000000,Refunded,245.85,24.7,Used
RET0000763,ORD0001879,OI0004060,SKU00029,CUST00618,Quality didn't meet expectations,Cushions losing shape after just a month.,2025-09-23 00:10:39.000000,Processing,119.22,8.28,Used
RET0000764,ORD0001881,OI0004063,SKU00092,CUST00619,Quality didn't meet expectations,Cushions losing shape after just a month.,2025-09-29 17:31:31.000000,Refunded,12.61,18.48,Used
RET0000765,ORD0001886,OI0004072,SKU00318,CUST00620,Difficult assembly,Pieces were labeled wrong - had to reassemble multiple times.,2026-04-02 21:57:12.530368,Refunded,260.6,14.52,Unused
RET0000766,ORD0001889,OI0004078,SKU00374,CUST00622,Difficult assembly,Pieces were labeled wrong - had to reassemble multiple times.,2025-07-07 13:29:38.000000,Refunded,162.17,21.09,Unused
RET0000767,ORD0001889,OI0004079,SKU00174,CUST00622,Color mismatch,Beige is much more yellow-toned than the photos.,2025-07-09 13:29:38.000000,Received,57.08,10.74,Used
RET0000768,ORD0001889,OI0004080,SKU00200,CUST00622,Too dark,Much more moody and dark in person.,2025-07-18 13:29:38.000000,Refunded,551.04,8.59,Used
RET0000769,ORD0001889,OI0004081,SKU00384,CUST00622,Too light,Finish is practically white-washed.,2025-07-13 13:29:38.000000,Refunded,245.55,27.95,Used
RET0000770,ORD0001891,OI0004084,SKU00005,CUST00622,Damaged upon arrival,One of the legs is bent and won't attach properly.,2025-09-09 06:00:54.000000,Refunded,103.61,28.08,Damaged
RET0000771,ORD0001891,OI0004086,SKU00113,CUST00622,Damaged upon arrival,Paint is chipped off in several places.,2025-08-29 06:00:54.000000,Processing,25.77,20.89,Damaged
RET0000772,ORD0001893,OI0004092,SKU00071,CUST00622,Quality didn't meet expectations,"For this price, I expected much better materials.",2025-01-12 13:40:41.000000,Refunded,95.73,13.56,Unused
RET0000773,ORD0001896,OI0004097,SKU00172,CUST00622,Defective,One leg is shorter so the table wobbles.,2025-10-02 22:18:23.000000,Refunded,51.83,19.75,Unused
RET0000774,ORD0001901,OI0004103,SKU00199,CUST00624,Color mismatch,White is actually off-white/cream.,2026-03-28 03:41:40.000000,Refunded,209.24,11.37,Unused
RET0000775,ORD0001905,OI0004110,SKU00084,CUST00626,Quality didn't meet expectations,"For this price, I expected much better materials.",2025-09-21 04:38:16.000000,Received,497.89,19.06,Used
RET0000776,ORD0001906,OI0004111,SKU00026,CUST00626,Color mismatch,Color variation is significant from the photos.,2025-03-21 07:17:53.000000,Refunded,238.08,29.77,Unused
RET0000777,ORD0001908,OI0004113,SKU00005,CUST00626,Color mismatch,The navy I received is practically black.,2025-02-09 11:23:45.000000,Received,93.5,24.83,Unused
RET0000778,ORD0001910,OI0004117,SKU00188,CUST00627,Difficult assembly,Instructions were just bad diagrams with no text.,2025-01-24 01:44:30.000000,Inspected,192.43,13.83,Used
RET0000779,ORD0001914,OI0004123,SKU00059,CUST00629,Quality didn't meet expectations,Drawer slides are already sticking after two weeks.,2025-01-10 20:47:02.000000,Refunded,68.97,13.5,Used
RET0000780,ORD0001915,OI0004125,SKU00351,CUST00629,Quality didn't meet expectations,Construction feels flimsy and unstable.,2025-12-10 12:37:05.000000,Refunded,34.11,16.93,Used
RET0000781,ORD0001916,OI0004126,SKU00256,CUST00629,Defective,Drawer doesn't close flush - frame is warped.,2025-05-04 03:10:42.000000,Refunded,348.54,19.11,Unused
RET0000782,ORD0001917,OI0004128,SKU00005,CUST00630,Too dark,This piece absorbs what little light there is. Makes the corner feel like a cave.,2024-09-30 13:40:06.000000,Refunded,86.02,23.39,Used
RET0000783,ORD0001918,OI0004129,SKU00076,CUST00630,Defective,One leg is shorter so the table wobbles.,2024-10-29 09:29:59.000000,Refunded,188.35,9.38,Unused
RET0000784,ORD0001921,OI0004139,SKU00060,CUST00631,Damaged upon arrival,Paint is chipped off in several places.,2024-06-22 08:53:34.000000,Refunded,117.25,25.24,Damaged
RET0000785,ORD0001924,OI0004144,SKU00133,CUST00632,Color mismatch,The navy I received is practically black.,2025-12-23 14:03:22.000000,Refunded,352.7,12.4,Used
RET0000786,ORD0001924,OI0004145,SKU00345,CUST00632,Quality didn't meet expectations,Cushions losing shape after just a month.,2025-12-30 14:03:22.000000,Processing,85.36,21.36,Unused
RET0000787,ORD0001925,OI0004146,SKU00244,CUST00632,Difficult assembly,Need three hands to hold pieces while screwing.,2024-07-19 23:49:54.000000,Inspected,690.43,10.42,Used
RET0000788,ORD0001925,OI0004147,SKU00254,CUST00632,Too dark,In evening lighting it's almost black.,2024-07-08 23:49:54.000000,Refunded,303.65,27.81,Used
RET0000789,ORD0001928,OI0004152,SKU00206,CUST00632,Too light,Piece almost disappears because it's so light.,2025-06-11 16:29:15.000000,Refunded,96.23,24.48,Unused
RET0000790,ORD0001929,OI0004154,SKU00164,CUST00632,Too light,Pale compared to the product photography.,2026-02-10 02:11:35.000000,Inspected,118.31,22.24,Used
RET0000791,ORD0001934,OI0004165,SKU00314,CUST00634,Difficult assembly,Instructions were just bad diagrams with no text.,2025-09-19 13:41:12.000000,Inspected,290.48,21.18,Used
RET0000792,ORD0001935,OI0004169,SKU00231,CUST00634,Color mismatch,Color variation is significant from the photos.,2025-01-14 00:10:27.000000,Refunded,112.44,25.24,Unused
RET0000793,ORD0001937,OI0004177,SKU00255,CUST00634,Too light,Piece almost disappears because it's so light.,2025-12-14 15:26:25.000000,Inspected,637.2,16.61,Used
RET0000794,ORD0001937,OI0004178,SKU00217,CUST00634,Too dark,Finish is at least two shades darker than shown.,2025-12-18 15:26:25.000000,Received,110.86,29.55,Unused
